0,1691,1691,105
1,1927,1691,219
2,2707,1691,375
3,2456,1691,505
4,1368,1691,559
5,-1483,1691,431
6,2178,1691,540
7,-1504,1691,412
8,3611,1691,612
9,4209,1691,837
10,1514,1691,879
11,2824,1691,1001
12,4793,1691,1238
13,194,1691,1173
14,5079,1691,1417
15,2757,1691,1501
16,808,1691,1457
17,4112,1691,1623
18,1560,1691,1619
19,2548,1691,1677
20,4079,1691,1828
21,3543,1691,1935
22,5358,1691,2149
23,4969,1691,2325
24,3246,1691,2382
25,4438,1691,2511
26,2916,1691,2536
27,4055,1691,2631
28,6239,1691,2857
29,6517,1691,3085
30,4104,1691,3149
31,4191,3031,3214
32,9274,3268,3593
33,6503,3411,3775
34,5537,3499,3885
35,7869,3668,4134
36,6919,3842,4308
37,5607,4063,4389
38,9720,4299,4722
39,5760,4526,4787
40,11104,4760,5182
41,7772,4872,5344
42,7071,5045,5452
43,7424,5189,5575
44,6559,5244,5637
45,10989,5582,5971
46,9499,5720,6192
47,9038,5916,6370
48,10733,6226,6642
49,10403,6423,6877
50,8903,6652,7004
51,10098,6888,7197
52,10091,7076,7378
53,10168,7283,7553
54,10739,7451,7752
55,10132,7613,7900
56,13566,7935,8255
57,9648,8098,8342
58,13223,8420,8647
59,12496,8684,8887
60,15049,8959,9272
61,9450,9051,9284
62,15328,9401,9661
63,14581,9726,9969
64,10999,9780,10033
65,12251,9960,10172
66,10653,10120,10202
67,12854,10275,10368
68,11261,10411,10423
69,13920,10671,10642
70,13516,10789,10822
71,13605,11035,10996
72,15197,11163,11258
73,16090,11422,11560
74,13334,11618,11671
75,15732,11878,11925
76,15250,12149,12133
77,17269,12346,12454
78,14729,12509,12596
79,13222,12640,12635
80,16768,12828,12893
81,17344,13045,13171
82,14361,13216,13246
83,13793,13331,13280
84,14799,13478,13375
85,18713,13746,13709
86,18121,13976,13984
87,14072,14099,13990
88,16572,14193,14151
89,15451,14375,14232
90,16696,14483,14386
91,20034,14719,14739
92,16248,14756,14834
93,17762,15016,15017
94,17278,15077,15158
95,19901,15243,15454
96,21130,15560,15809
97,17512,15724,15916
98,20257,16024,16187
99,16810,16148,16226
100,18460,16373,16366
101,17242,16477,16420
102,21715,16733,16751
103,18123,16874,16837
104,21152,17060,17107
105,21242,17221,17365
106,20005,17430,17530
107,20078,17565,17689
108,22482,17791,17989
109,20336,17887,18136
110,23615,18165,18478
111,23700,18492,18804
112,22048,18657,19007
113,21420,18785,19158
114,18836,18925,19138
115,24146,19248,19451
116,24666,19556,19777
117,24317,19732,20061
118,23243,19892,20259
119,24223,20209,20507
120,22069,20381,20605
121,23125,20620,20762
122,23059,20819,20906
123,23966,20942,21097
124,21765,21115,21139
125,23165,21283,21265
126,22907,21459,21368
127,21226,21501,21359
128,23456,21573,21490
129,21691,21704,21503
130,26750,21907,21831
131,22988,22100,21903
132,27061,22369,22225
133,25720,22634,22444
134,21470,22626,22383
135,22449,22761,22387
136,26371,22924,22636
137,23668,23000,22701
138,24577,23143,22818
139,24394,23278,22916
140,23524,23310,22954
141,24675,23446,23062
142,25938,23519,23242
143,24498,23544,23320
144,28078,23732,23618
145,27500,23922,23860
146,26242,24153,24009
147,23707,24140,23990
148,24254,24127,24007
149,26855,24206,24185
150,29049,24388,24489
151,24237,24388,24473
152,28068,24576,24698
153,26594,24684,24816
154,28106,24842,25022
155,27245,24944,25161
156,28950,25169,25398
157,28749,25343,25607
158,30192,25571,25894
159,26537,25737,25934
160,30245,25949,26203
161,30446,26223,26468
162,30499,26340,26720
163,26774,26458,26724
164,28196,26493,26816
165,25634,26491,26742
166,27139,26668,26767
167,27228,26817,26795
168,29151,26904,26943
169,25787,26970,26870
170,30547,27157,27100
171,29035,27302,27221
172,28286,27451,27288
173,27544,27540,27304
174,28730,27628,27393
175,27770,27730,27416
176,29640,27779,27555
177,28106,27798,27590
178,31387,27958,27827
179,28415,28106,27864
180,28596,28241,27910
181,28802,28302,27965
182,31975,28394,28216
183,27278,28489,28157
184,32804,28637,28448
185,29643,28732,28523
186,27890,28725,28483
187,29725,28803,28561
188,31369,28878,28736
189,31333,28959,28898
190,29381,28934,28929
191,32431,29118,29147
192,30151,29115,29210
193,30938,29130,29318
194,33417,29221,29574
195,28516,29276,29508
196,30891,29360,29595
197,30235,29504,29635
198,30041,29595,29660
199,30363,29693,29704
200,29608,29707,29698
201,31513,29886,29811
202,28738,29829,29744
203,30486,29875,29791
204,33530,30038,30024
205,30626,30135,30062
206,32229,30244,30198
207,29712,30305,30167
208,34071,30443,30411
209,32059,30567,30514
210,29215,30499,30433
211,33775,30666,30642
212,34766,30859,30900
213,30465,30911,30872
214,32082,30915,30948
215,33676,31114,31119
216,31346,31069,31133
217,31526,31128,31157
218,34750,31342,31382
219,34006,31476,31546
220,33376,31539,31660
221,29849,31492,31547
222,32687,31596,31618
223,33000,31613,31705
224,34867,31761,31902
225,35012,31888,32097
226,32675,31865,32133
227,29891,31908,31993
228,32415,31955,32019
229,29752,31940,31877
230,32746,32025,31932
231,34117,32142,32068
232,31409,32198,32027
233,29875,32147,31893
234,29978,32186,31773
235,35170,32332,31985
236,33082,32318,32054
237,30611,32318,31964
238,31950,32309,31963
239,30363,32330,31863
240,31765,32258,31857
241,33798,32312,31978
242,32455,32413,32008
243,34163,32425,32142
244,33070,32372,32200
245,33128,32455,32258
246,30112,32394,32124
247,32150,32346,32126
248,32298,32376,32137
249,35098,32488,32322
250,33418,32446,32390
251,33747,32438,32475
252,33724,32449,32553
253,34534,32595,32677
254,32526,32590,32667
255,35322,32663,32833
256,31581,32560,32755
257,31993,32466,32707
258,33226,32483,32740
259,29903,32483,32563
260,31752,32463,32512
261,33978,32595,32604
262,32418,32584,32592
263,34739,32604,32726
264,30881,32587,32611
265,32912,32682,32630
266,34646,32828,32756
267,30517,32683,32616
268,34825,32737,32754
269,31690,32771,32687
270,35126,32870,32840
271,35233,33022,32989
272,32592,33048,32964
273,33867,33050,33021
274,34669,33119,33124
275,34754,33138,33226
276,30500,33058,33055
277,29449,32943,32830
278,31838,32997,32768
279,31948,32990,32717
280,34952,33073,32856
281,29360,32894,32638
282,29815,32781,32461
283,32245,32734,32448
284,33067,32714,32487
285,30770,32596,32379
286,32684,32601,32398
287,34665,32581,32540
288,29563,32518,32354
289,32479,32533,32362
290,31251,32471,32292
291,32785,32561,32323
292,28703,32466,32097
293,33654,32456,32194
294,32901,32471,32238
295,29578,32309,32072
296,31898,32341,32061
297,33291,32353,32138
298,32991,32301,32192
299,30916,32314,32112
300,30716,32185,32025
301,33371,32238,32109
302,31100,32112,32046
303,28118,31890,31800
304,33642,31923,31915
305,33339,31906,32004
306,29863,31756,31870
307,28645,31565,31669
308,27785,31480,31426
309,32949,31590,31521
310,28610,31489,31339
311,31727,31482,31364
312,29033,31297,31218
313,27678,31244,30997
314,31000,31281,30997
315,29794,31205,30922
316,30520,31125,30897
317,30546,31118,30875
318,31770,31090,30931
319,30327,30954,30893
320,27232,30881,30664
321,30858,30830,30676
322,30876,30819,30689
323,30518,30748,30678
324,28458,30740,30539
325,30266,30634,30522
326,27192,30456,30314
327,29281,30447,30249
328,31056,30420,30300
329,29763,30310,30266
330,28455,30168,30153
331,28664,30098,30060
332,30874,30103,30111
333,28005,29935,29979
334,27129,29811,29801
335,28665,29828,29730
336,28027,29653,29624
337,27956,29485,29519
338,30801,29514,29600
339,25449,29414,29340
340,27197,29396,29206
341,25499,29163,28975
342,26258,29089,28805
343,29773,29028,28865
344,26675,28955,28728
345,25630,28891,28535
346,26377,28746,28400
347,28906,28718,28431
348,28286,28649,28422
349,26665,28527,28313
350,24536,28301,28077
351,23763,28096,27807
352,23613,27983,27545
353,24926,27798,27381
354,27558,27694,27392
355,27494,27599,27399
356,28711,27607,27481
357,26778,27498,27437
358,27148,27497,27419
359,28008,27457,27455
360,22657,27195,27155
361,24693,27036,27002
362,24856,26924,26867
363,23810,26772,26676
364,25756,26612,26619
365,23662,26476,26434
366,21805,26310,26145
367,22891,26130,25941
368,26249,26074,25961
369,25667,26003,25942
370,24789,25815,25870
371,26126,25836,25886
372,20664,25632,25560
373,23581,25572,25436
374,25566,25550,25444
375,20788,25269,25153
376,21626,25112,24933
377,22314,25008,24769
378,22901,24899,24652
379,24613,24765,24650
380,20207,24513,24372
381,21241,24343,24177
382,22163,24269,24051
383,22520,24230,23955
384,19353,24097,23667
385,23011,24037,23626
386,19799,23795,23387
387,22786,23648,23350
388,23665,23490,23369
389,20047,23280,23162
390,20645,23076,23004
391,21197,22864,22891
392,21296,22821,22792
393,19306,22653,22574
394,21636,22552,22515
395,21436,22478,22448
396,17952,22234,22167
397,21528,22167,22127
398,17667,22038,21848
399,19221,21923,21684
400,17448,21648,21419
401,21481,21517,21423
402,20894,21396,21390
403,18589,21160,21215
404,17635,21066,20991
405,19911,20951,20924
406,18759,20738,20788
407,16677,20610,20531
408,15923,20431,20243
409,20264,20367,20245
410,16092,20155,19985
411,19768,20003,19972
412,18146,19939,19858
413,16117,19779,19624
414,15049,19556,19338
415,14354,19301,19026
416,15486,19180,18805
417,18091,19027,18760
418,16142,18912,18597
419,16547,18717,18469
420,15247,18454,18267
421,15091,18299,18069
422,13909,18089,17809
423,16892,17954,17751
424,15324,17768,17600
425,16176,17670,17511
426,12801,17394,17216
427,14452,17176,17044
428,15266,17092,16933
429,15152,16892,16821
430,16847,16867,16823
431,13677,16693,16626
432,13047,16556,16403
433,10674,16218,16044
434,13414,15984,15880
435,14473,15856,15792
436,14572,15760,15716
437,12594,15531,15521
438,13747,15375,15410
439,13330,15270,15280
440,13606,15198,15175
441,14774,15026,15150
442,9947,14834,14825
443,11588,14579,14623
444,8827,14287,14260
445,8401,14046,13894
446,8450,13840,13554
447,12946,13796,13516
448,12933,13716,13480
449,9763,13456,13247
450,10070,13266,13049
451,12586,13143,13020
452,9269,12956,12785
453,11310,12838,12693
454,9959,12714,12522
455,11886,12558,12483
456,6160,12271,12087
457,6864,11980,11761
458,6396,11780,11426
459,9438,11623,11301
460,8551,11414,11129
461,8516,11206,10966
462,5545,10853,10627
463,9310,10717,10545
464,9029,10591,10450
465,9632,10558,10399
466,8879,10417,10304
467,9690,10267,10266
468,7095,10034,10068
469,9133,9925,10009
470,4774,9645,9682
471,6101,9419,9458
472,7946,9242,9364
473,7235,9007,9231
474,4457,8835,8932
475,6167,8666,8759
476,3237,8491,8414
477,3956,8352,8136
478,6444,8289,8030
479,7217,8110,7979
480,6674,7915,7898
481,4902,7763,7710
482,3816,7567,7467
483,4745,7322,7297
484,2546,7112,7000
485,1985,6821,6686
486,2147,6577,6403
487,1892,6264,6121
488,3648,6186,5966
489,-403,5959,5568
490,3638,5873,5448
491,-307,5568,5088
492,617,5320,4808
493,-677,5033,4466
494,529,4876,4220
495,3506,4695,4175
496,-1477,4367,3822
497,3566,4177,3806
498,-2320,3827,3423
499,1062,3557,3275
500,-1066,3302,3004
501,390,3029,2841
502,1732,2934,2771
503,543,2760,2632
504,-2135,2445,2334
505,-3157,2121,1991
506,-221,1974,1853
507,-3118,1684,1542
508,-3446,1475,1230
509,-1943,1291,1032
510,510,1106,999
511,-5180,718,613
512,479,525,605
513,-3595,259,342
514,-5584,-35,-28
515,-2036,-247,-154
516,-2445,-403,-297
517,-2799,-552,-453
518,-1330,-661,-508
519,-6879,-935,-906
520,-1140,-1084,-921
521,-3481,-1181,-1081
522,-4710,-1441,-1308
523,-3066,-1528,-1418
524,-6973,-1765,-1765
525,-6871,-1958,-2084
526,-6716,-2185,-2373
527,-7558,-2531,-2697
528,-5541,-2658,-2875
529,-6090,-2959,-3076
530,-8258,-3145,-3400
531,-9132,-3463,-3758
532,-4346,-3566,-3795
533,-7409,-3810,-4021
534,-7873,-4110,-4262
535,-5454,-4297,-4336
536,-9441,-4526,-4655
537,-6268,-4623,-4756
538,-5074,-4774,-4776
539,-7428,-4909,-4942
540,-8154,-5056,-5142
541,-10366,-5319,-5469
542,-11261,-5687,-5831
543,-10610,-5857,-6130
544,-6344,-6070,-6143
545,-9276,-6248,-6339
546,-12244,-6456,-6708
547,-8005,-6642,-6789
548,-8728,-6839,-6910
549,-8594,-7020,-7015
550,-10753,-7314,-7249
551,-11206,-7450,-7496
552,-7976,-7663,-7526
553,-9822,-7861,-7670
554,-8875,-7991,-7745
555,-11330,-8250,-7969
556,-8625,-8301,-8010
557,-9899,-8396,-8128
558,-12229,-8568,-8385
559,-9387,-8625,-8447
560,-13408,-8871,-8757
561,-9983,-8993,-8834
562,-10637,-9067,-8947
563,-14444,-9233,-9290
564,-11652,-9462,-9438
565,-11058,-9576,-9539
566,-12703,-9727,-9737
567,-10487,-9884,-9784
568,-14047,-10028,-10050
569,-13051,-10240,-10238
570,-15175,-10555,-10546
571,-14377,-10773,-10786
572,-15615,-11006,-11087
573,-14256,-11127,-11285
574,-16703,-11297,-11624
575,-12179,-11346,-11659
576,-17876,-11707,-12047
577,-13334,-11834,-12128
578,-17741,-12005,-12479
579,-14497,-12208,-12605
580,-15257,-12412,-12770
581,-16081,-12646,-12977
582,-15793,-12804,-13153
583,-13900,-12888,-13200
584,-18021,-13202,-13501
585,-17783,-13451,-13769
586,-17224,-13711,-13985
587,-18591,-13938,-14273
588,-15051,-14139,-14321
589,-17837,-14387,-14541
590,-20463,-14645,-14911
591,-18452,-14928,-15133
592,-19836,-15129,-15427
593,-16188,-15323,-15474
594,-16753,-15514,-15554
595,-16287,-15571,-15600
596,-21415,-15876,-15963
597,-20150,-16161,-16225
598,-21577,-16438,-16560
599,-17689,-16663,-16630
600,-19622,-16837,-16817
601,-18261,-17000,-16907
602,-19825,-17145,-17090
603,-21682,-17374,-17377
604,-17555,-17434,-17388
605,-22252,-17684,-17692
606,-21225,-17825,-17913
607,-19238,-18046,-17995
608,-18472,-18065,-18025
609,-23613,-18386,-18375
610,-19745,-18448,-18460
611,-23572,-18732,-18780
612,-18573,-18836,-18767
613,-18666,-18916,-18760
614,-20982,-19079,-18899
615,-18678,-19228,-18885
616,-21953,-19351,-19077
617,-22708,-19505,-19304
618,-19186,-19566,-19297
619,-19974,-19609,-19339
620,-20806,-19789,-19431
621,-24772,-20006,-19765
622,-21380,-20034,-19866
623,-22355,-20156,-20021
624,-24967,-20317,-20330
625,-25149,-20597,-20631
626,-25498,-20870,-20936
627,-23910,-21108,-21121
628,-21113,-21099,-21121
629,-24194,-21225,-21313
630,-23526,-21286,-21451
631,-25919,-21543,-21731
632,-23872,-21676,-21864
633,-25861,-21914,-22114
634,-24820,-22070,-22283
635,-27092,-22239,-22584
636,-27120,-22538,-22867
637,-25432,-22637,-23028
638,-22211,-22668,-22977
639,-22120,-22758,-22923
640,-23595,-22918,-22965
641,-27164,-23029,-23228
642,-24763,-23186,-23323
643,-24100,-23202,-23372
644,-26387,-23447,-23560
645,-24464,-23628,-23617
646,-28470,-23862,-23920
647,-24344,-24039,-23947
648,-27902,-24225,-24194
649,-24018,-24266,-24183
650,-24589,-24434,-24208
651,-24657,-24581,-24236
652,-25876,-24739,-24339
653,-26773,-24802,-24491
654,-27010,-24978,-24648
655,-27468,-25137,-24825
656,-24759,-25131,-24821
657,-24629,-25115,-24809
658,-27811,-25187,-24996
659,-29179,-25352,-25258
660,-29989,-25629,-25553
661,-28198,-25754,-25719
662,-30693,-25978,-26030
663,-30724,-26128,-26323
664,-27854,-26253,-26419
665,-30991,-26413,-26704
666,-30650,-26595,-26951
667,-26683,-26582,-26934
668,-29220,-26648,-27077
669,-28151,-26733,-27144
670,-25914,-26849,-27067
671,-29584,-27082,-27225
672,-27685,-27210,-27253
673,-26069,-27176,-27179
674,-31835,-27397,-27470
675,-27711,-27509,-27485
676,-30257,-27630,-27659
677,-26865,-27705,-27609
678,-28527,-27707,-27666
679,-28263,-27830,-27704
680,-28480,-27848,-27752
681,-30883,-28062,-27948
682,-28565,-28187,-27987
683,-30029,-28354,-28114
684,-27706,-28412,-28089
685,-27660,-28439,-28062
686,-28152,-28475,-28067
687,-29542,-28540,-28160
688,-28050,-28643,-28153
689,-30332,-28821,-28289
690,-29019,-28859,-28335
691,-30892,-28912,-28494
692,-29396,-28894,-28551
